QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
44,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/NEW_INSIGHTS_CURRENT_WEEK/,NEW_INSIGHTS_CURRENT_WEEK,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select COUNT(*) from 
(select count(*) as counting, customer_id, rep_id, orgunit_id,product_id 
from src where insight_type in ('SUMMARY', 'PORTFOLIO', 'URGENT') 
GROUP BY customer_id, rep_id,orgunit_id, product_id, insight_type)t where counting > 1",NA,NA,DTT THURSDAY| PO_CUTOVER | HCPS HAVING MORE THAN 1 PORTFOLIO OR SUMMARY OR URGENT| IMPACT : More than 1 portfolio will than be visible to rep for a hcp and is not inline with the existing requirements . No implication as such YET please check the respective mappings and source data sets to ensure accuracy
45,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,REP_ALIGNMENT,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(distinct geography_id) from 
( select a.* from  
(select * from PO_PRE_PROCESSING_OUTPUT where actual_count > 0 ) a 
inner join 
(select * from src where rep_id is null) as b 
on a.customer_id = b.customer_id and
a.product_id = b.product_id and 
upper(trim(a.geography_id)) = upper(trim(b.orgunit_id))
)",NA,NA,DTT THURSDAY| PO_CUTOVER | Note : The numbers of VACANT Terrs in DTT| IMPACT : This is just the count of territories having no rep associated. 
46,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/FIA_PO/PO_PRE_PROCESSING_OUTPUT/sugg_posted_date=PO_START_DATE/,PO_PRE_PROCESSING_OUTPUT,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count (distinct counter) from (
select a.customer_id, b.customer_id as counter from 
(
select * from monthly_LDG_PI_MODEL where resp_code not in ('US7P')
union
select * from quaterly_LDG_PI_MODEL where resp_code in ('US7P')
)a 
right join (select * from src where actual_count > 0 
and product_id !='US_708120_708233')b
on a.customer_id= b.customer_id
and 
(concat(a.product_id,'_',a.indication_id) = b.product_id 
or a.product_id = b.product_id ) 
and 
a.resp_code = b.sales_force_code
where a.customer_id is null
) t",NA,NA,DTT THURSDAY| PO_CUTOVER | Mismatch between po output and pi_model file at customer_id level| IMPACT : The hcps having po recommendations will get dropped due to absence of PI insights in pi_model file. Please recheck the source datasets.
47,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/FIA_PO/REP_ALIGNMENT/sugg_posted_date=current_date/,REP_ALIGNMENT,",",parquet,customer_id,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"SELECT Count(*)
FROM   (SELECT a.customer_id,
               b.customer_id,
               a.hcp_city_raw,
               b.hcp_city,
               a.total_calls_raw,
               b.total_calls,
               a.total_vaes_raw,
               b.total_vaes
        FROM   (SELECT DISTINCT tc.customer_id,
                                Trim(rp.hcp_city) AS hcp_city_raw,
                                Cast(Nvl(total_calls, 0) AS INT) AS Total_Calls_raw,
                                Cast(Nvl(total_vaes, 0) AS INT)  AS
                                Total_VAEs_raw
                FROM   temp1_customer tc
                       LEFT JOIN (SELECT customer_id,
                                         Sum(CASE
                                               WHEN channel_id = 'CALL'
                                                    AND call_position = 'P1'
                                             THEN
                                               actual_count
                                             END) AS total_calls,
                                         Sum(CASE
                                               WHEN channel_id = 'VAE'
                                                    AND call_position = 'P1'
                                             THEN
                                               actual_count
                                             END) AS total_vaes
                                  FROM  PO_PRE_PROCESSING_OUTPUT
                                  GROUP  BY customer_id) po
                              ON tc.customer_id = po.customer_id
                       LEFT JOIN src RP
                              ON tc.customer_id = rp.customer_id) a
               LEFT JOIN customer b
                      ON a.customer_id = b.customer_id) f
WHERE  trim(hcp_city_raw) != hcp_city
        OR total_calls_raw != total_calls
        OR total_vaes_raw != total_vaes;",NA,NA,DTT THURSDAY| Mismatch in rep_alignment and po output| IMPACT : The total calls or vaes or city name is different between the two files and may affect list view attributes city name or total calls or total vaes. Please check the respective mappings and source data sets to ensure accuracy
48,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,custoomer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT customer_id, COUNT(*) AS counter
    FROM src
    GROUP BY customer_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The customer file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
49,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/speciality/,speciality,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT speciality_id, COUNT(*) AS counter
    FROM src
    GROUP BY speciality_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The speciality file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
50,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/speciality/,speciality,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) as NULL_COUNT FROM src where speciality_id is null or speciality_name is null or speciality_id = '' or speciality_name = '',NA,NA,DTT THURSDAY| NULL | The speciality_name or speciality_ID is null or blank in speciality file| IMPACT : Ingestion may fail as these fields should not be null or blank as per the app data contract.
51,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerspecialitymapping/,customerspecialitymapping,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT speciality_id, customer_id, COUNT(*) AS counter
    FROM src
    GROUP BY speciality_id, customer_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The customerspecialitymapping file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
52,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/product/,product,",",parquet,product_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT product_id, COUNT(*) AS counter
    FROM src
    GROUP BY product_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK |  The product file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
53,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/orgunit/,orgunit,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT orgunit_id, COUNT(*) AS counter
    FROM src
    GROUP BY orgunit_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The orgunit file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
54,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/payer/,payer,",",parquet,payer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT payer_id, COUNT(*) AS counter
    FROM src
    GROUP BY payer_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The payer file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
55,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/plan/,plan,",",parquet,plan_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT plan_id, COUNT(*) AS counter
    FROM src
    GROUP BY plan_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The plan file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
56,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/channel/,channel,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT channel_id, COUNT(*) AS counter
    FROM src
    GROUP BY channel_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The channel file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
57,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/user/,user,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT user_id, COUNT(*) AS counter
    FROM src
    GROUP BY user_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The user file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
58,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userorgunitmapping/,userorgunitmapping,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT user_id, orgunit_id, COUNT(*) AS counter
    FROM src
    GROUP BY user_id, orgunit_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The userorgunit file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
59,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/timedata/,timedata,",",parquet,time_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT time_id, COUNT(*) AS counter
    FROM src
    GROUP BY time_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The time_data file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
60,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerorgunitmetric/,customerorgunitmetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT customer_id, orgunit_id, salesforce_id,  COUNT(*) AS counter
    FROM src
    GROUP BY customer_id, orgunit_id, salesforce_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The customerorgunitmetric file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
61,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/metricgrainmapping/,metricgrainmapping,",",parquet,grain,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT grain, metric_name,  COUNT(*) AS counter
    FROM src
    GROUP BY grain,metric_name
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The metric_mapping file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
62,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/filterconfiguration/,filterconfiguration,",",parquet,filter_configuration_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT filter_configuration_id,COUNT(*) AS counter
    FROM src
    GROUP BY filter_configuration_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The filter_configuration file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
63,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userfilterconfigurationmapping/,userfilterconfigurationmapping,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT user_id, filterconfiguration_id,COUNT(*) AS counter
    FROM src
    GROUP BY user_id, filterconfiguration_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The userfilterconfigurationmapping file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
64,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/engagementcontent/,engagementcontent,",",parquet,external_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT external_id,COUNT(*) AS counter
    FROM src
    GROUP BY external_id
    HAVING counter > 1
) AS k",NA,NA,"DTT THURSDAY| GRAIN_CHECK | The engagementcontent file contains duplicate records at its grain.
| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. "
65,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerproductorgunitplanchannelnumericmetric/,customerproductorgunitplanchannelnumericmetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT COUNT(*) AS false_count
FROM (
    SELECT customer_id, orgunit_id, product_id, time_id, plan_id, channel_id, salesforce_id, COUNT(*) AS counter
    FROM src
    GROUP BY customer_id, orgunit_id, product_id, time_id, channel_id, salesforce_id, plan_id
    HAVING counter > 1
) AS k",NA,NA,DTT THURSDAY| GRAIN_CHECK | The customerproductorgunitplanchannelnumericmetric file contains duplicate records at its grain.| IMPACT : The DTT ingestion of this file may fail due to duplicates. Please check the respective mapping and source dataset to ensure accuracy. 
66,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/alignment/,alignment,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count( distinct concatinated) from (
select concat(customer_id,'_',product_id) as concatinated from src
except
select concat(customer_id,'_',product_id) as concatinated from alignment_raw) l",NA,NA,DTT THURSDAY| Mismatch between FI_alignment file and BR_alignment file at customer_product level| IMPACT : The mismatch in aligned would result in data loss. Please check the respective mapping and source datasets to ensure accuracy. 
67,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count( distinct concatinated) from (
select customer_id as concatinated from src
except
select customer_id as concatinated from alignment_raw) j",NA,NA,DTT THURSDAY| Mismatch between FI_alignment file and BR alignment file at customer_id level| IMPACT :The mismatch in aligned would result in data loss. Please check the respective mapping and source datasets to ensure accuracy. 
68,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,content_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count( distinct concatinated) from (
select content_id as concatinated from src
except
select external_id as concatinated from engagementcontent) s",NA,NA,DTT THURSDAY| SUBSET | Mismatch in the content_id of suggestedengagements and external_id of engagementcontent file.| IMPACT : This means that the po recommendations are not inline in the suggestedengagement file. Please recheck the respective mapping and source dataset to ensure accuracy
69,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select 4-counter as false_count from(
select count (distinct channel_id) as counter from src) k",NA,NA,DTT THURSDAY| All 4 expected channel ids are not present in suggested engagement file| IMPACT : One or more channel_id is not getting generated. The data to be shown on the suggestedengagement card might be in incorrect. Please check the respective mapping and source dataset to ensure accuracy.
70,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,external_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as false_record from(
select count(*) as counter, external_id from src group by external_id)l where counter > 1",NA,NA,DTT THURSDAY| GRAIN_CHECK | The suggestedengagement file contains duplicates at its grain external_id.| IMPACT : The DTT ingestion of suggestedengagement file may fail. Please recheck the corresponding mapping and source dataset to ensure accuracy
71,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,custoomer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(
select distinct customer_id from po_alignment
except 
select distinct customer_id from src
)a",NA,NA,DTT THURSDAY| HCPs from the first week are not present in customer| IMPACT : If there are any Week1 customer data updates then it might not be reflected. Please check the respective mapping and source datasets to ensure accuracy.  
72,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,custoomer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from src
where 
nvl(customer_id,'')='' or
nvl(veeva_integration_id,'')='' or
nvl(customer_veeva_id,'')='' or
nvl(customer_type,'')='' or
nvl(hcp_first_name,'')='' or
nvl(hcp_last_name,'')='' or
nvl(display_customer_name,'')='' or
nvl(pdrp_display_flag,'')='' or
nvl(is_deleted,'')='' or
nvl(address,'')='' or
nvl(hcp_zip,'')='' or
nvl(latitude,'')='' or
nvl(longitude,'')='' or
nvl(hcp_city,'')='' or
nvl(state,'')='' or
nvl(jar_target,'')='' or
nvl(country,'')='' ",NA,NA,DTT THURSDAY| NULL | Warning : One of the fields in the customer file is null|
73,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,custoomer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from src where nvl(hcp_city,'')='' 
and nvl(address,'')!=''",NA,NA,DTT THURSDAY| DATA TEST | Warning : City is not populated even though address is available
74,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,custoomer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from src where nvl(hcp_city,'')!='' 
and nvl(address,'')=''",NA,NA,DTT THURSDAY| DATA TEST | Warning : Address is not populated even though city is available
75,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/user/,user,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from (select id from LDG_VEEVA_USERS where 
salesforce_code__c in ('USV4','USV5','USV6','USV7','USV8','US8D','US8E','US8F','US7P','US1U')
and upper(isactive)='TRUE' and upper(profile_name_vod__c)!='INACTIVE USER'
except 
select user_id from src)a",NA,NA,DTT THURSDAY| Eligible TMs are missing in users file| IMPACT : Customer reach might get impacted. Please recheck the rep_alignment flow and source dataset to ensure accuracy
76,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/alignment/,alignment,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from src
where 
nvl(customer_id,'')='' or
nvl(salesforce_id,'')='' or
nvl(product_id,'')='' or
nvl(orgunit_id,'')='' or
nvl(is_deleted,'')='' or
nvl(address,'')='' or
nvl(hcp_zip,'')='' or
nvl(latitude,'')='' or
nvl(longitude,'')='' or
nvl(hcp_city,'')='' or
nvl(state,'')='' or
nvl(country,'')='' ",NA,NA,DTT THURSDAY| NULL | Warning :  One of the fields in alignment file is null
77,POST,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,channel_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(select hcp_id, orgunit_id,channel_id, count(1) as ct1 from src
group by hcp_id, orgunit_id,channel_id) p
left join 
(
select customer_id,geography_id,channel_id, sum(actual_count) as ct from PO_PRE_PROCESSING_OUTPUT 
where  actual_count > 0 and call_position = 'P1'
group by customer_id,geography_id,channel_id
UNION
select distinct customer_id,geography_id, 'TERRITORY_GROUP_CALL' As channel_id,
sum(actual_count) over (partition by customer_id,terr_group order by 1 ) as ct
from 
( select p.*, r.terr_group from PO_PRE_PROCESSING_OUTPUT p
left join (select distinct territory_sk, terr_group from REP_ALIGNMENT) r
on p.geography_id = r.territory_sk
where  actual_count > 0 and p.channel_id = 'CALL' and call_position = 'P1' 
and Sales_force_code not in ('US7P')) a
UNION
select distinct customer_id,geography_id, 'BU_LEVEL_CALL' as channel_id,
sum(actual_count) over (partition by customer_id,business_unit_id order by 1 ) as ct
from 
( select p.*, r.business_unit_id from PO_PRE_PROCESSING_OUTPUT p
left join (select distinct territory_sk, case when salesforce_code = 'USV8' then 'US_BMBU_IMM' else
business_unit_id end as  business_unit_id from REP_ALIGNMENT) r
on p.geography_id = r.territory_sk
where  actual_count > 0 and p.channel_id = 'CALL' and call_position = 'P1') a
) r
on p.hcp_id = r.customer_id and p.channel_id = r.channel_id
and p.orgunit_id = r.geography_id 
where p.ct1 != r.ct",NA,NA,"DTT THURSDAY| EXTRACT |The volume of CALL and VAE of suggested engagement FIA output file does not match with PO output file at hcp_id, orgunit_id,channel_id level| IMPACT : This means that the  po recommendations are not correctly captured in the suggestedengagement file. Please recheck the respective mapping and source dataset to ensure accuracy"
